video_key,video_id,program,year,lang,genre,channel,ats,rating,reach,male_faces,female_faces,young_faces,adult_faces,middle_aged_faces,old_faces,light_faces,medium_faces,dark_faces,faces
297,tCmPZkjqeWQ,MON PHAGUN,2021,BENGALI,DRAMA/SOAP,STAR Jalsha,56.531406336853806,3.46,6.12,8323,11610,157,14901,4823,52,15950,3641,342,19933
298,cm-Rc69lwas,MON PHAGUN,2021,BENGALI,DRAMA/SOAP,STAR Jalsha,56.531406336853806,3.46,6.12,14283,12703,115,22419,4365,87,25352,1583,51,26986
299,j1XW8CquC80,MON PHAGUN,2021,BENGALI,DRAMA/SOAP,STAR Jalsha,56.531406336853806,3.46,6.12,10804,12006,105,16388,6298,19,21303,1493,14,22810
300,i7O5yxxPvL4,MON PHAGUN,2021,BENGALI,DRAMA/SOAP,STAR Jalsha,56.531406336853806,3.46,6.12,8869,16765,136,21380,4100,18,23493,2018,123,25634
301,kw4NfqChDJ0,MON PHAGUN,2021,BENGALI,DRAMA/SOAP,STAR Jalsha,56.531406336853806,3.46,6.12,11083,11660,212,18427,3994,110,21709,998,36,22743
302,jXsEdah9o3s,UMA,2021,BENGALI,DRAMA/SOAP,Zee Bangla,59.16913946587537,3.33,5.63,4181,22378,2206,21882,1765,706,25860,679,20,26559
303,hsUgbkhA8Js,UMA,2021,BENGALI,DRAMA/SOAP,Zee Bangla,59.16913946587537,3.33,5.63,1863,795,658,1812,188,0,2395,82,181,2658
304,N_Wd39vuIE4,UMA,2021,BENGALI,DRAMA/SOAP,Zee Bangla,59.16913946587537,3.33,5.63,11383,29442,1154,36601,2988,82,38909,1677,239,40825
305,_FQkNRFntAI,UMA,2021,BENGALI,DRAMA/SOAP,Zee Bangla,59.16913946587537,3.33,5.63,5921,28516,1996,28299,4120,22,33263,1164,10,34437
306,89m4ErCBYvo,UMA,2021,BENGALI,DRAMA/SOAP,Zee Bangla,59.16913946587537,3.33,5.63,6908,4836,3364,5218,3121,41,9810,1638,296,11744
307,Gl5QxYsZX74,DHULOKONA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,62.0,3.3,5.33,4781,10280,148,11107,3786,20,12785,1003,1273,15061
308,d6feNhPwAQc,DHULOKONA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,62.0,3.3,5.33,7844,19999,1987,21359,4460,37,25409,2276,158,27843
309,UHgTytKKt7Q,DHULOKONA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,62.0,3.3,5.33,13500,25606,1415,32850,4744,97,36394,2180,532,39106
310,PFmhT-46-Ng,DHULOKONA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,62.0,3.3,5.33,7461,7024,158,10416,3904,7,13219,1204,62,14485
311,8PfaKu2uzu0,DHULOKONA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,62.0,3.3,5.33,13555,6028,706,11953,6899,25,18066,1475,42,19583
312,SuL0wLFVzak,DHULOKONA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,62.0,3.3,5.33,6623,8954,59,12276,3242,0,13180,2388,9,15577
313,GDJz0vc-87Q,DHULOKONA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,62.0,3.3,5.33,5059,8027,2,11923,1161,0,9286,3800,0,13086
314,eDmjxT4SUu4,DHULOKONA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,62.0,3.3,5.33,2971,9440,157,7757,3759,738,12343,25,43,12411
315,sGoKDSmu_wE,DHULOKONA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,62.0,3.3,5.33,8415,6869,384,10350,4529,21,13662,1274,348,15284
316,nU7Ry7sIhxE,DHULOKONA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,62.0,3.3,5.33,7250,11671,595,12475,5767,84,17634,1123,164,18921
317,UWAYUMw1R6g,KHUKUMONI HOME DELIVERY,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,55.25876460767947,2.99,5.41,11561,13648,897,19574,4729,9,18753,4381,2075,25209
318,wzw5AmLomNA,KHUKUMONI HOME DELIVERY,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,55.25876460767947,2.99,5.41,4316,11486,365,11510,3927,0,8786,6146,870,15802
319,jQFP2mp-jjA,KHUKUMONI HOME DELIVERY,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,55.25876460767947,2.99,5.41,5417,12106,226,11648,3591,2058,12303,4858,362,17523
320,4frjmiM9tc0,KHUKUMONI HOME DELIVERY,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,55.25876460767947,2.99,5.41,3412,12103,250,13350,961,954,11693,3730,92,15515
321,D_QeMOx4gGk,KHUKUMONI HOME DELIVERY,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,55.25876460767947,2.99,5.41,3593,9517,259,9655,1915,1281,10085,2897,128,13110
322,v7jnCDalolY,AALTA PHORING,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,4610,7328,353,10551,1014,20,11079,774,85,11938
323,FxIuG37luGQ,AALTA PHORING,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,4217,8222,800,10776,860,3,10589,1843,7,12439
324,FB8IOi_iUNw,AALTA PHORING,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,6044,9574,561,12387,2667,3,14585,1026,7,15618
325,4JST6XN934s,AALTA PHORING,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,5251,15603,1990,17419,1443,2,19433,1393,28,20854
326,SHFefocAryc,AALTA PHORING,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,5126,8379,383,11621,1501,0,12454,1038,13,13505
327,IBi1NOGDYRw,AALTA PHORING,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,5169,6631,405,9985,1406,4,9198,2175,427,11800
328,U-BJaWtcSnQ,AALTA PHORING,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,3339,14099,2516,14800,122,0,15223,2131,84,17438
329,GZvOvy9ByRM,AALTA PHORING,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,3336,3467,383,6400,20,0,5270,1093,440,6803
330,cIR9EZ7eevY,AALTA PHORING,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,4748,3055,276,4481,3046,0,7206,570,27,7803
331,uBNC4WnuIOk,AALTA PHORING,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,6983,10203,1362,11417,2787,1620,14748,2431,7,17186
332,kbKcIEpiGmE,BANGLA MEDIUM,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,63.166666666666664,2.77,4.38,4151,6211,200,9596,554,12,9586,698,78,10362
333,rtRl1sVrmMo,BANGLA MEDIUM,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,63.166666666666664,2.77,4.38,2083,5494,33,5672,1794,78,5974,1522,81,7577
334,0UTUbLlkl5E,BANGLA MEDIUM,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,63.166666666666664,2.77,4.38,2260,4269,185,5918,345,81,6006,522,1,6529
335,uD4wq5AeKe4,BANGLA MEDIUM,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,63.166666666666664,2.77,4.38,3476,8767,118,8231,3484,410,11696,531,16,12243
336,WmROiemcIR4,BANGLA MEDIUM,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,63.166666666666664,2.77,4.38,4130,6645,233,8071,2449,22,9733,931,111,10775
337,aJDEnxSIyVw,BANGLA MEDIUM,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,63.166666666666664,2.77,4.38,2150,6007,99,6528,1115,415,7115,1027,15,8157
338,G5F28UEQ_z4,BANGLA MEDIUM,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,63.166666666666664,2.77,4.38,5086,4445,45,7333,1871,282,8602,917,12,9531
339,oH7avjqv2Cg,BANGLA MEDIUM,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,63.166666666666664,2.77,4.38,3844,6382,43,6431,3206,546,10146,79,1,10226
340,RqbB6Ft94tM,BANGLA MEDIUM,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,63.166666666666664,2.77,4.38,2278,6757,29,6608,2390,8,8505,508,22,9035
341,C6wi-M-kfPI,BANGLA MEDIUM,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,63.166666666666664,2.77,4.38,4142,7741,61,11379,391,52,10589,1286,8,11883
342,gfDTvqId2ZA,MITHAI,2022,BENGALI,DRAMA/SOAP,Zee Bangla,57.55148741418764,2.73,4.75,21836,25267,1021,39357,5766,959,46539,470,94,47103
343,pBuLl_0Rf6c,MITHAI,2022,BENGALI,DRAMA/SOAP,Zee Bangla,57.55148741418764,2.73,4.75,16504,27161,519,34213,7934,999,43061,383,221,43665
344,Px8gYQUpXzw,MITHAI,2022,BENGALI,DRAMA/SOAP,Zee Bangla,57.55148741418764,2.73,4.75,20680,19947,824,32298,6293,1212,40432,195,0,40627
345,AyyHhLhXwcQ,MITHAI,2022,BENGALI,DRAMA/SOAP,Zee Bangla,57.55148741418764,2.73,4.75,16034,19126,695,29478,4119,868,34783,367,10,35160
346,ozXDjYyhYgM,MITHAI,2022,BENGALI,DRAMA/SOAP,Zee Bangla,57.55148741418764,2.73,4.75,20808,12743,481,24447,7259,1364,33008,516,27,33551
347,Qm8mOnrzSN4,LAALKUTHI,2022,BENGALI,DRAMA/SOAP,Zee Bangla,52.28794642857143,2.72,5.19,5766,14538,573,16734,2997,0,18499,945,860,20304
348,O5f8OAAKkWQ,LAALKUTHI,2022,BENGALI,DRAMA/SOAP,Zee Bangla,52.28794642857143,2.72,5.19,4997,14360,10,13653,5694,0,17475,1656,226,19357
349,MlKY4f9BREI,LAALKUTHI,2022,BENGALI,DRAMA/SOAP,Zee Bangla,52.28794642857143,2.72,5.19,3566,16236,120,16054,3498,130,19008,714,80,19802
350,u1CUJFkXZP8,LAALKUTHI,2022,BENGALI,DRAMA/SOAP,Zee Bangla,52.28794642857143,2.72,5.19,3567,15538,1133,15475,2497,0,17313,1379,413,19105
351,A_xSqKBS4GQ,GAATCHORA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,59.4775619557937,2.6,4.37,5221,6761,98,10700,1184,0,8285,2975,722,11982
352,6wajLOkSHDg,GAATCHORA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,59.4775619557937,2.6,4.37,3030,5687,131,7195,1390,1,6646,2002,69,8717
353,XVktXUTp4Lc,GAATCHORA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,59.4775619557937,2.6,4.37,2966,6419,161,5630,3594,0,8020,1273,92,9385
354,1iGvooeqWNA,GAATCHORA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,59.4775619557937,2.6,4.37,2662,5415,48,5768,2068,193,6422,1634,21,8077
355,c2AJwXEvg4Q,GAATCHORA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,59.4775619557937,2.6,4.37,3018,4232,153,6272,825,0,5645,1107,498,7250
356,b2-0b2Hlw2c,GAATCHORA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,59.4775619557937,2.6,4.37,3536,5964,37,7838,1625,0,8240,1234,26,9500
357,16tVnHedkGg,GAATCHORA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,59.4775619557937,2.6,4.37,5775,3987,67,8017,1678,0,6554,2785,423,9762
358,-R6Iou8twaw,GAATCHORA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,59.4775619557937,2.6,4.37,1957,3095,36,4731,285,0,1357,1509,2186,5052
359,PDKXedozbAA,GAATCHORA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,59.4775619557937,2.6,4.37,5185,3924,29,8558,522,0,6020,2353,736,9109
360,-PUpZlgFVlI,GAATCHORA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,59.4775619557937,2.6,4.37,4988,5644,65,8103,2464,0,8407,1943,282,10632
361,CL8OH3LPiM0,ANURAGER CHOWA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,66.26240352811466,2.58,3.89,2921,6210,1984,6465,682,0,7557,1509,65,9131
362,_q2LnPo1S4g,ANURAGER CHOWA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,66.26240352811466,2.58,3.89,3228,7177,1402,6174,2817,12,9494,893,18,10405
363,IN1KvlDyypI,ANURAGER CHOWA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,66.26240352811466,2.58,3.89,1900,6776,566,5097,2517,496,7083,1503,90,8676
364,VERgk7gAGvg,ANURAGER CHOWA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,66.26240352811466,2.58,3.89,4936,6267,1455,5193,3709,846,10115,996,92,11203
365,ORq1I6hMpCQ,ANURAGER CHOWA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,66.26240352811466,2.58,3.89,6908,4998,1316,8958,1625,7,10460,1246,200,11906
366,JurzcVD-lTY,ANURAGER CHOWA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,66.26240352811466,2.58,3.89,3855,3801,1431,5661,564,0,6586,999,71,7656
367,iasmbZclYMU,ANURAGER CHOWA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,66.26240352811466,2.58,3.89,2944,6639,1809,6301,1473,0,7267,2134,182,9583
368,Frq6FR_M-w0,ANURAGER CHOWA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,66.26240352811466,2.58,3.89,620,6428,2511,2576,1959,2,5276,1576,196,7048
369,UufSAtLd87g,ANURAGER CHOWA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,66.26240352811466,2.58,3.89,3221,8537,3131,6369,2241,17,10823,886,49,11758
370,Z6Y-tZr8MuE,ANURAGER CHOWA,2022,BENGALI,DRAMA/SOAP,STAR Jalsha,66.26240352811466,2.58,3.89,2343,7430,2070,7058,581,64,7560,2021,192,9773
371,8BihS5JcIQk,GUDDAN TUMSE NAA HO PAYEGA,2018,HINDI,DRAMA/SOAP,Zee TV,31.329639889196677,0.82,2.62,2823,9240,744,10517,616,186,11809,240,14,12063
372,ayfYf6aMy2M,GUDDAN TUMSE NAA HO PAYEGA,2018,HINDI,DRAMA/SOAP,Zee TV,31.329639889196677,0.82,2.62,5091,7452,310,10927,778,528,10643,1763,137,12543
373,HoDcUXb_w7c,GUDDAN TUMSE NAA HO PAYEGA,2018,HINDI,DRAMA/SOAP,Zee TV,31.329639889196677,0.82,2.62,4746,8986,345,10988,1220,1179,12666,1039,27,13732
374,hLGDwmg7hEc,GUDDAN TUMSE NAA HO PAYEGA,2018,HINDI,DRAMA/SOAP,Zee TV,31.329639889196677,0.82,2.62,5048,9912,422,12834,1430,274,13626,1165,169,14960
375,RCvOP2nBrmw,GUDDAN TUMSE NAA HO PAYEGA,2018,HINDI,DRAMA/SOAP,Zee TV,31.329639889196677,0.82,2.62,6621,9274,415,12581,1220,1679,14478,1279,138,15895
376,UzmZXYPQQTE,RADHAKRISHN,2018,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,25.01405283867341,0.78,3.13,9278,5219,1883,11386,1228,0,11713,1257,1527,14497
377,U31n_VJJQLE,RADHAKRISHN,2018,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,25.01405283867341,0.78,3.13,5854,5930,1358,10172,254,0,10514,1189,81,11784
378,6KFH1yWHM34,RADHAKRISHN,2018,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,25.01405283867341,0.78,3.13,15336,6126,1722,17664,2076,0,17009,2220,2233,21462
379,-Wfol7jhfj0,RADHAKRISHN,2018,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,25.01405283867341,0.78,3.13,8869,5509,761,12078,1539,0,12623,1118,637,14378
380,xoh27lQE77U,RADHAKRISHN,2018,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,25.01405283867341,0.78,3.13,8581,5510,568,12975,548,0,12839,968,284,14091
381,AQN-__OLpjM,KUMKUM BHAGYA,2018,HINDI,DRAMA/SOAP,Zee Anmol,32.798527091004736,0.77,2.36,8550,6684,403,13216,1595,20,10678,4516,40,15234
382,dKRCjcw1B0Q,KUMKUM BHAGYA,2018,HINDI,DRAMA/SOAP,Zee Anmol,32.798527091004736,0.77,2.36,7673,6308,1374,12054,380,173,6421,7488,72,13981
383,Hk1CZ-edQD4,KUMKUM BHAGYA,2018,HINDI,DRAMA/SOAP,Zee Anmol,32.798527091004736,0.77,2.36,7115,9489,774,15176,654,0,13917,2393,294,16604
384,V-cgPpX1pj0,KUMKUM BHAGYA,2018,HINDI,DRAMA/SOAP,Zee Anmol,32.798527091004736,0.77,2.36,7953,8592,197,14029,2290,29,12502,3802,241,16545
385,VnK3GkfiBu0,KUMKUM BHAGYA,2018,HINDI,DRAMA/SOAP,Zee Anmol,32.798527091004736,0.77,2.36,10885,7188,214,15258,2198,403,12734,4417,922,18073
386,C0f0n86cH4w,NAAGIN,2018,HINDI,DRAMA/SOAP,Colors,23.143438453713124,0.77,3.31,10910,14202,39,24973,100,0,17094,5307,2711,25112
387,un9_Q_Nwch0,NAAGIN,2018,HINDI,DRAMA/SOAP,Colors,23.143438453713124,0.77,3.31,15869,12772,192,28176,273,0,21581,6580,480,28641
388,zSafNlu9TGU,NAAGIN,2018,HINDI,DRAMA/SOAP,Colors,23.143438453713124,0.77,3.31,14315,14393,83,28236,389,0,22109,5617,982,28708
389,lv0AbAVvnec,NAAGIN,2018,HINDI,DRAMA/SOAP,Colors,23.143438453713124,0.77,3.31,10672,18837,36,27948,1525,0,27034,1565,910,29509
390,TaodNKG74Ec,NAAGIN,2018,HINDI,DRAMA/SOAP,Colors,23.143438453713124,0.77,3.31,7303,16986,154,22758,1377,0,16372,2659,5258,24289
391,CLvkI4goonA,KUNDALI BHAGYA,2018,HINDI,DRAMA/SOAP,Zee TV,13.229665071770334,0.65,4.9,7330,10053,163,14701,2066,453,16072,1291,20,17383
392,jXlc2SDhCEc,KUNDALI BHAGYA,2018,HINDI,DRAMA/SOAP,Zee TV,13.229665071770334,0.65,4.9,10694,15400,362,21737,3495,500,24906,1110,78,26094
393,R5rX4I68ffQ,KUNDALI BHAGYA,2018,HINDI,DRAMA/SOAP,Zee TV,13.229665071770334,0.65,4.9,11444,9113,217,18911,1429,0,18156,2361,40,20557
394,cNqNF2V8q84,KUNDALI BHAGYA,2018,HINDI,DRAMA/SOAP,Zee TV,13.229665071770334,0.65,4.9,8437,13608,369,18881,1915,880,20149,1820,76,22045
395,cx5B-RTPTOM,KUNDALI BHAGYA,2018,HINDI,DRAMA/SOAP,Zee TV,13.229665071770334,0.65,4.9,10202,10856,417,18322,2319,0,17560,3418,80,21058
396,zqjwP9k-47w,PARICHAY,2018,HINDI,DRAMA/SOAP,Colors Rishtey,36.394686907020876,0.63,1.73,7762,7094,582,9655,4318,301,14125,401,330,14856
397,Z3kOM3TCyxA,PARICHAY,2018,HINDI,DRAMA/SOAP,Colors Rishtey,36.394686907020876,0.63,1.73,6557,7481,183,7018,6315,522,12128,1898,12,14038
398,-VwPckY1W-0,PARICHAY,2018,HINDI,DRAMA/SOAP,Colors Rishtey,36.394686907020876,0.63,1.73,12634,6320,572,10713,6840,829,16747,2139,68,18954
399,rb9xLZ5O-HA,SHAKTI-ASTITVA KE EHSAAS KI,2018,HINDI,DRAMA/SOAP,Colors,41.52510381275953,0.62,1.49,8259,8524,161,13572,3048,2,15274,1395,114,16783
400,JRM9U51kNXU,SHAKTI-ASTITVA KE EHSAAS KI,2018,HINDI,DRAMA/SOAP,Colors,41.52510381275953,0.62,1.49,7144,7746,231,12850,1809,0,14048,802,40,14890
401,K6y1oB_YPnI,SHAKTI-ASTITVA KE EHSAAS KI,2018,HINDI,DRAMA/SOAP,Colors,41.52510381275953,0.62,1.49,6710,10720,538,15589,1303,0,16078,1248,104,17430
402,W6ZJZOCtNs4,SHAKTI-ASTITVA KE EHSAAS KI,2018,HINDI,DRAMA/SOAP,Colors,41.52510381275953,0.62,1.49,6816,8039,257,13461,1137,0,12678,2054,123,14855
403,oPHKjS_Wz5I,SHAKTI-ASTITVA KE EHSAAS KI,2018,HINDI,DRAMA/SOAP,Colors,41.52510381275953,0.62,1.49,6642,10808,509,14528,2413,0,15100,2278,72,17450
404,J0UW868OG6M,KARMAPHAL DAATA SHANI,2018,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Colors,43.22946175637394,0.62,1.42,8704,3587,897,10343,1051,0,8068,4099,124,12291
405,ppSV3E6RHHU,KARMAPHAL DAATA SHANI,2018,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Colors,43.22946175637394,0.62,1.42,10409,1477,112,7601,4173,0,7746,3859,281,11886
406,LVM764WmMDI,KARMAPHAL DAATA SHANI,2018,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Colors,43.22946175637394,0.62,1.42,9513,2536,977,5915,5157,0,8421,3294,334,12049
407,NKCX-QSAo_I,KARMAPHAL DAATA SHANI,2018,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Colors,43.22946175637394,0.62,1.42,7552,3779,1417,6937,2977,0,7080,3995,256,11331
408,ncThMYSTQ7M,EK HAZARON MEIN MERI BEHNA HAI,2018,HINDI,DRAMA/SOAP,STAR Utsav,31.236203090507725,0.61,1.96,4753,7719,647,11296,529,0,11907,472,93,12472
409,RIlSM9N7-gs,EK HAZARON MEIN MERI BEHNA HAI,2018,HINDI,DRAMA/SOAP,STAR Utsav,31.236203090507725,0.61,1.96,3786,9573,672,10366,2289,32,12674,651,34,13359
410,P6MrtgoTATs,EK HAZARON MEIN MERI BEHNA HAI,2018,HINDI,DRAMA/SOAP,STAR Utsav,31.236203090507725,0.61,1.96,5835,11094,1073,12932,2700,224,16185,550,194,16929
411,Iy0v0_p1bVY,EK HAZARON MEIN MERI BEHNA HAI,2018,HINDI,DRAMA/SOAP,STAR Utsav,31.236203090507725,0.61,1.96,4907,7223,457,9374,2174,125,11471,338,321,12130
412,ceudNrU3fpU,EK HAZARON MEIN MERI BEHNA HAI,2018,HINDI,DRAMA/SOAP,STAR Utsav,31.236203090507725,0.61,1.96,2855,7446,615,7742,1050,894,9310,836,155,10301
413,btn_eqRoxd4,GANGA,2018,HINDI,DRAMA/SOAP,Zee Anmol,27.94583693460098,0.61,2.17,4123,5830,311,8014,1628,0,8813,957,183,9953
414,1AYxeVqK-EY,GANGA,2018,HINDI,DRAMA/SOAP,Zee Anmol,27.94583693460098,0.61,2.17,4265,8818,477,11651,955,0,8698,4240,145,13083
415,6IXCbI5ElAQ,GANGA,2018,HINDI,DRAMA/SOAP,Zee Anmol,27.94583693460098,0.61,2.17,6303,8749,530,11982,2540,0,9793,5138,121,15052
416,92_NW8Axcgc,GANGA,2018,HINDI,DRAMA/SOAP,Zee Anmol,27.94583693460098,0.61,2.17,7012,5635,97,11582,968,0,10240,2370,37,12647
417,W7oHc89eGB4,GANGA,2018,HINDI,DRAMA/SOAP,Zee Anmol,27.94583693460098,0.61,2.17,4670,8558,369,11041,1818,0,8816,4195,217,13228
418,3CnbUi9xnEA,KITANI MOHABBAT HAI,2019,HINDI,DRAMA/SOAP,Dangal,51.8232044198895,1.15,2.23,5557,6286,231,11092,518,2,11809,18,16,11843
419,XpuTbOqlxOI,KITANI MOHABBAT HAI,2019,HINDI,DRAMA/SOAP,Dangal,51.8232044198895,1.15,2.23,8527,5667,350,11199,2645,0,13732,246,216,14194
420,5dhBqSuArc4,KITANI MOHABBAT HAI,2019,HINDI,DRAMA/SOAP,Dangal,51.8232044198895,1.15,2.23,4909,6387,322,8734,2085,155,10972,75,249,11296
421,fZdguiGcgfw,KITANI MOHABBAT HAI,2019,HINDI,DRAMA/SOAP,Dangal,51.8232044198895,1.15,2.23,4390,6420,558,7325,2866,61,10045,91,674,10810
422,G1mA22I-jac,KITANI MOHABBAT HAI,2019,HINDI,DRAMA/SOAP,Dangal,51.8232044198895,1.15,2.23,2678,7998,236,9063,1226,151,9915,586,175,10676
423,HCMtK0yQGoA,MAHIMA SHANI DEV KI,2019,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,43.91683057038494,0.98,2.23,15141,9058,721,14906,8572,0,23104,760,335,24199
424,HCMtK0yQGoA,Mahima Shani Dev Ki,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,43.20024016811768,1.02,2.37,15141,9058,721,14906,8572,0,23104,760,335,24199
425,er_U-_pq6kU,MAHIMA SHANI DEV KI,2019,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,43.91683057038494,0.98,2.23,26127,6841,1841,21583,9544,0,31501,664,803,32968
426,er_U-_pq6kU,Mahima Shani Dev Ki,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,43.20024016811768,1.02,2.37,26127,6841,1841,21583,9544,0,31501,664,803,32968
427,Ur1cPwAOb-Y,MAHIMA SHANI DEV KI,2019,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,43.91683057038494,0.98,2.23,11049,15635,2280,19584,4805,15,25395,1049,240,26684
428,Ur1cPwAOb-Y,Mahima Shani Dev Ki,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,43.20024016811768,1.02,2.37,11049,15635,2280,19584,4805,15,25395,1049,240,26684
429,E6lfzpXLLpQ,MAHIMA SHANI DEV KI,2019,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,43.91683057038494,0.98,2.23,25733,7200,1677,21115,10141,0,30824,1287,822,32933
430,E6lfzpXLLpQ,Mahima Shani Dev Ki,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,43.20024016811768,1.02,2.37,25733,7200,1677,21115,10141,0,30824,1287,822,32933
431,Y2OGG8KLgC0,MAHIMA SHANI DEV KI,2019,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,43.91683057038494,0.98,2.23,12584,12792,1430,17259,6687,0,23421,1448,507,25376
432,Y2OGG8KLgC0,Mahima Shani Dev Ki,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,43.20024016811768,1.02,2.37,12584,12792,1430,17259,6687,0,23421,1448,507,25376
433,qQ8u0IFE5VQ,RAMAYAN,2019,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,55.06050605060506,0.98,1.78,9628,3612,125,8410,4683,22,12343,772,125,13240
434,qQ8u0IFE5VQ,RAMAYAN,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal/DD National,69.39986810287975,8.8,12.68,9628,3612,125,8410,4683,22,12343,772,125,13240
435,mVStBLAw9RQ,RAMAYAN,2019,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,55.06050605060506,0.98,1.78,11751,2417,216,8421,5057,474,12230,1461,477,14168
436,mVStBLAw9RQ,RAMAYAN,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal/DD National,69.39986810287975,8.8,12.68,11751,2417,216,8421,5057,474,12230,1461,477,14168
437,QLJzjp1n5X4,RAMAYAN,2019,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,55.06050605060506,0.98,1.78,23369,8497,159,21360,10295,52,28726,2602,538,31866
438,QLJzjp1n5X4,RAMAYAN,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal/DD National,69.39986810287975,8.8,12.68,23369,8497,159,21360,10295,52,28726,2602,538,31866
